# LigPargen server CMM*1.4
10
1 CT   opls_135 -0.2925
2 HC   opls_140  0.1118
3 HC   opls_140  0.1118
4 HC   opls_140  0.1118
5 C_2  opls_280  0.3050
6 O_2  opls_281 -0.3934
7 CT   opls_135 -0.2921
8 HC   opls_140  0.1125
9 HC   opls_140  0.1125
10 HC  opls_140  0.1125
