1   CA   opls_263 -0.0188
2   CA   opls_145 -0.1380 
3   CA   opls_145 -0.1390 
4   CA   opls_145 -0.1463
5   CA   opls_145 -0.1385 
6   CA   opls_145 -0.1378 
7   Cl   opls_264 -0.0847
8   HA   opls_146  0.1664
9   HA   opls_146  0.1581
10  HA   opls_146  0.1548 
11  HA   opls_146  0.1577
12  HA   opls_146  0.1660  
