21
1 C3 -0.2475
2 H3  0.1007
3 H3  0.1007
4 H3  0.1007
5 C2 -0.1822
6 H2  0.1270
7 H2  0.1270
8 C3  0.1344
9 CL -0.0869
10 CL -0.0869
11 CL -0.0869
12 C3 -0.02560 
13 H3  0.14100
14 H3  0.14100 
15 CL -0.12820
16 CL -0.12820
17 C3 0.24800
18 CL -0.06200
19 CL -0.06200
20 CL -0.06200
21 CL -0.06200
